strain	cluster
USA/WA-CDC-UW22021980833/2022	813
USA/WA-UW-21122187609/2021	814
USA/WA-S16411/2022	815
USA/WA-UW-22021603196/2022	816
USA/WA-CDC-UW22020488927/2022	817
USA/WA-S17955/2022	818
USA/WA-S18193/2022	818
USA/WA-S18557/2022	819
USA/WA-CDC-UW22012241258/2022	820
USA/WA-CDC-LC0446901/2021	821
USA/WA-S18517/2022	822
USA/WA-S17360/2022	823
USA/WA-UW-22021981033/2022	824
USA/WA-CDC-LC0471341/2022	825
USA/WA-S17835/2021	826
USA/WA-CDC-LC0499510/2022	826
USA/WA-S18834/2022	827
USA/WA-UW-22021774391/2022	828
USA/WA-S18661/2022	829
USA/WA-UW-22021897963/2022	830
USA/WA-S16762/2022	831
USA/WA-CDC-LC0484256/2022	832
USA/WA-CDC-UW22011229918/2022	833
USA/WA-S18184/2022	834
USA/WA-S16453/2021	835
USA/WA-PHL-010831/2022	836
USA/WA-CDC-UW22021908434/2022	837
USA/WA-CDC-UW22021719834/2022	837
USA/WA-CDC-LC0557790/2022	838
USA/WA-S18535/2022	839
USA/WA-CDC-UW21122919568/2021	840
USA/WA-S18617/2022	841
USA/WA-CDC-LC0557804/2022	841
USA/WA-CDC-UW22021463791/2022	842
USA/WA-CDC-UW22030189267/2022	842
USA/WA-CDC-UW22030126509/2022	842
USA/WA-CDC-UW22030102412/2022	842
USA/WA-CDC-UW22030285356/2022	842
USA/WA-CDC-UW22030177287/2022	843
USA/WA-UW-22030597959/2022	844
USA/WA-CDC-LC0561807/2022	845
USA/WA-S15952/2021	846
USA/WA-S16502/2022	847
USA/WA-CDC-UW21121454645/2021	847
USA/WA-CDC-UW22010638789/2022	847
USA/WA-CDC-UW21122825182/2021	847
USA/WA-S16127/2022	848
USA/WA-PHL-009816/2021	848
USA/WA-UW-21121819982/2021	849
USA/WA-CDC-UW22010252501/2022	850
USA/WA-S15886/2021	851
USA/WA-CDC-LC0446826/2021	851
USA/WA-CDC-UW21122442135/2021	851
USA/WA-CDC-UW22010847229/2022	851
USA/WA-CDC-UW22010601063/2022	851
USA/WA-CDC-UW21121741321/2021	851
USA/WA-CDC-UW21121673731/2021	851
USA/WA-CDC-UW22010296573/2022	851
USA/WA-CDC-UW21122443650/2021	851
USA/WA-CDC-UW22010709549/2022	851
USA/WA-CDC-UW21123166520/2021	851
USA/WA-CDC-UW21123172381/2021	851
USA/WA-CDC-UW21123136658/2021	851
USA/WA-CDC-UW21123001271/2021	851
USA/WA-CDC-UW21123135878/2021	851
USA/WA-CDC-UW22010230309/2022	851
USA/WA-UW-22010350270/2022	851
USA/WA-CDC-UW21122458541/2021	851
USA/WA-CDC-UW21121746918/2021	851
USA/WA-CDC-UW22010419741/2022	851
USA/WA-CDC-UW22010226616/2022	851
USA/WA-CDC-UW22011036791/2022	851
USA/WA-CDC-UW21121351797/2021	851
USA/WA-CDC-UW21121243848/2021	851
USA/WA-CDC-UW22010775345/2022	851
USA/WA-CDC-UW21121962852/2021	851
USA/WA-UW-21122958280/2021	851
USA/WA-CDC-UW21123065144/2021	851
USA/WA-CDC-UW22010638919/2022	851
USA/WA-CDC-UW22010792691/2022	851
USA/WA-CDC-UW22020932094/2022	852
USA/WA-S15994/2021	853
USA/WA-PHL-015943/2022	854
USA/WA-UW-21122157466/2021	855
USA/WA-CDC-LC0455125/2022	856
USA/WA-PHL-014911/2022	856
USA/WA-S16971/2022	856
USA/WA-CDC-UW21120727628/2021	857
USA/WA-S15981/2021	858
USA/WA-S18794/2022	859
USA/WA-CDC-UW21121712187/2021	860
USA/WA-CDC-UW21121761830/2021	860
USA/WA-CDC-UW22010817508/2022	861
USA/WA-CDC-ASC210530475/2021	862
USA/WA-S17864/2021	863
USA/WA-S15806/2021	864
USA/WA-UW-21122129665/2021	865
USA/WA-S16355/2022	866
USA/WA-PHL-010620/2022	866
USA/WA-S16882/2022	866
USA/WA-S19051/2022	867
USA/WA-CDC-LC0539054/2022	868
USA/WA-S15995/2021	869
USA/WA-PHL-010384/2022	869
USA/WA-S17946/2022	869
USA/WA-S16647/2022	870
USA/WA-S16487/2022	871
USA/WA-S16666/2022	872
USA/WA-CDC-UW22022805130/2022	873
USA/WA-CDC-UW22022531268/2022	873
USA/WA-CDC-UW22030466091/2022	873
USA/WA-CDC-UW22022561972/2022	873
USA/WA-CDC-UW22022835457/2022	873
USA/WA-CDC-UW22030259723/2022	873
USA/WA-CDC-FG-220538/2021	874
USA/WA-CDC-UW22010809046/2022	875
USA/WA-CDC-UW22010635755/2022	876
USA/WA-S19062/2022	877
USA/WA-UW-22021771091/2022	878
USA/WA-CDC-LC0553012/2022	879
USA/WA-CDC-UW22022665345/2022	880
USA/WA-S16906/2022	881
USA/WA-S17064/2022	882
USA/WA-CDC-UW21121411182/2021	883
USA/WA-CDC-UW22021524782/2022	884
USA/WA-PHL-007603/2021	885
USA/WA-S15721/2021	886
USA/WA-PHL-009743/2021	887
USA/WA-CDC-UW21122043237/2021	887
USA/WA-CDC-UW21123107170/2021	887
USA/WA-S15504/2021	887
USA/WA-PHL-009574/2021	887
USA/WA-S15725/2021	887
USA/WA-CDC-UW21121660559/2021	887
USA/WA-CDC-UW21121698525/2021	887
USA/WA-S15765/2021	887
USA/WA-S15775/2021	887
USA/WA-PHL-009754/2021	887
USA/WA-S15827/2021	887
USA/WA-S15789/2021	887
USA/WA-S15756/2021	887
USA/WA-S15746/2021	887
USA/WA-S16989/2022	888
USA/WA-S16089/2022	888
USA/WA-S15869/2021	888
USA/WA-CDC-LC0446113/2021	888
USA/WA-S17083/2022	889
USA/WA-CDC-UW21121678467/2021	890
USA/WA-S15769/2021	890
USA/WA-CDC-UW21121370764/2021	891
USA/WA-S19395/2021	892
USA/WA-CDC-UW22030268530/2022	893
USA/WA-PHL-010386/2022	894
USA/WA-CDC-LC0450946/2021	895
USA/WA-CDC-UW22030356678/2022	896
USA/WA-S16087/2022	897
USA/WA-S16321/2022	898
USA/WA-S16336/2022	898
USA/WA-S19343/2021	899
USA/WA-S15966/2021	900
USA/WA-S18902/2022	901
USA/WA-S16974/2022	902
USA/WA-S17874/2022	903
USA/WA-S18390/2022	903
USA/WA-CDC-UW21122196789/2021	904
USA/WA-CDC-UW22021291120/2022	905
USA/WA-CDC-UW22021100921/2022	905
USA/WA-S19093/2022	906
USA/WA-PHL-010293/2022	907
USA/WA-CDC-UW22022135461/2022	908
USA/WA-UW-22021544207/2022	908
USA/WA-S18464/2022	909
USA/WA-PHL-009765/2021	910
USA/WA-CDC-UW22030512378/2022	911
USA/WA-UW-21122119920/2021	912
USA/WA-CDC-UW21122920112/2021	913
USA/WA-CDC-UW22022838530/2022	914
USA/WA-CDC-UW22021400411/2022	915
USA/WA-CDC-UW22021085411/2022	915
USA/WA-CDC-UW22021279552/2022	915
USA/WA-PHL-014920/2022	915
USA/WA-PHL-015936/2022	915
USA/WA-CDC-LC0483512/2022	916
USA/WA-CDC-UW22022514624/2022	917
USA/WA-CDC-UW22022537396/2022	917
USA/WA-S16916/2022	918
USA/WA-CDC-LC0553220/2022	919
USA/WA-S16337/2022	920
USA/WA-S16694/2022	921
USA/WA-S17687/2022	922
USA/WA-CDC-LC0496839/2022	923
USA/WA-CDC-UW22021749944/2022	923
USA/WA-S16342/2022	924
USA/WA-S16903/2022	925
USA/WA-S17550/2022	926
USA/WA-S18024/2022	927
USA/WA-CDC-LC0483863/2022	928
USA/WA-UW-22021613357/2022	929
USA/WA-S18469/2022	930
USA/WA-CDC-LC0471300/2022	931
USA/WA-S16036/2022	932
USA/WA-CDC-UW22030121236/2022	933
USA/WA-S16893/2022	933
USA/WA-UW-22030489182/2022	934
USA/WA-CDC-UW22030498812/2022	934
USA/WA-CDC-UW22020259160/2022	934
USA/WA-UW-21122128814/2021	935
USA/WA-CDC-UW22030684384/2022	936
USA/WA-CDC-UW21123143299/2021	937
USA/WA-S18629/2022	938
USA/WA-CDC-LC0521127/2022	939
USA/WA-CDC-UW22020826909/2022	940
USA/WA-CDC-UW21121736244/2021	941
USA/WA-S18616/2022	942
USA/WA-CDC-UW22020817113/2022	942
USA/WA-CDC-UW22021094946/2022	943
USA/WA-CDC-LC0471633/2022	944
USA/WA-CDC-LC0468215/2022	944
USA/WA-CDC-UW22030185553/2022	945
USA/WA-CDC-UW22030165849/2022	945
USA/WA-CDC-UW22030148801/2022	945
USA/WA-CDC-UW22030169897/2022	945
USA/WA-CDC-UW22030121624/2022	945
USA/WA-S18457/2022	946
USA/WA-S19071/2022	947
USA/WA-CDC-UW22021481459/2022	948
USA/WA-S19043/2022	949
USA/WA-UW-22022428365/2022	950
USA/WA-CDC-LC0560068/2022	951
USA/WA-CDC-LC0561612/2022	952
USA/WA-S17003/2022	953
USA/WA-CDC-UW22021514671/2022	953
USA/WA-CDC-UW22022517265/2022	953
USA/WA-CDC-UW22022549914/2022	953
USA/WA-CDC-UW22022230615/2022	953
USA/WA-CDC-UW22022678739/2022	953
USA/WA-CDC-UW22021440963/2022	953
USA/WA-CDC-UW22021142804/2022	953
USA/WA-CDC-UW22021472077/2022	954
USA/WA-CDC-UW22020888714/2022	955
USA/WA-S18999/2022	955
USA/WA-S17011/2022	956
USA/WA-CDC-UW22022894087/2022	957
USA/WA-CDC-LC0557803/2022	957
USA/WA-CDC-UW22020875085/2022	958
USA/WA-CDC-UW22030148221/2022	959
USA/WA-UW-22022488505/2022	959
USA/WA-CDC-UW22030400837/2022	959
USA/WA-CDC-UW22030426125/2022	959
USA/WA-CDC-UW22030454169/2022	959
USA/WA-CDC-UW22030429122/2022	959
USA/WA-CDC-UW22020722311/2022	960
USA/WA-S17115/2022	961
USA/WA-CDC-UW22021662823/2022	962
USA/WA-CDC-LC0547976/2022	962
USA/WA-CDC-UW22030268632/2022	963
USA/WA-CDC-UW22021282612/2022	963
USA/WA-CDC-UW22021969773/2022	963
USA/WA-CDC-UW22030402396/2022	964
USA/WA-UW-22021380209/2022	965
USA/WA-UW-22022436655/2022	965
USA/WA-CDC-UW22021507128/2022	965
USA/WA-CDC-UW22030366293/2022	965
USA/WA-CDC-UW22022138026/2022	965
USA/WA-CDC-UW22030350293/2022	966
USA/WA-PHL-009657/2021	967
USA/WA-CDC-UW22030423281/2022	967
USA/WA-CDC-UW22030116287/2022	967
USA/WA-PHL-009918/2021	967
USA/WA-CDC-UW22030454933/2022	968
USA/WA-CDC-UW22030119727/2022	969
USA/WA-CDC-UW22030695366/2022	969
USA/WA-CDC-UW22022581200/2022	970
USA/WA-CDC-UW22030668422/2022	971
USA/WA-CDC-UW22030447940/2022	971
USA/WA-CDC-UW22021585339/2022	972
USA/WA-CDC-UW22021562358/2022	973
USA/WA-CDC-UW22022842591/2022	974
USA/WA-CDC-UW22022885557/2022	975
USA/WA-CDC-UW22021994565/2022	976
USA/WA-CDC-UW22030696087/2022	977
USA/WA-UW-22030327604/2022	978
USA/WA-CDC-UW22022185978/2022	978
USA/WA-CDC-UW22030512974/2022	978
USA/WA-CDC-UW22022311621/2022	978
USA/WA-CDC-UW22030110068/2022	978
USA/WA-CDC-UW22020992734/2022	978
USA/WA-PHL-014787/2022	978
USA/WA-UW-22030554135/2022	979
USA/WA-UW-22021640946/2022	980
USA/WA-CDC-UW22021875316/2022	980
USA/WA-CDC-UW22030407283/2022	980
USA/WA-S18291/2022	981
USA/WA-CDC-ASC210544464/2022	981
USA/WA-S18044/2022	982
USA/WA-CDC-UW22022668664/2022	982
USA/WA-CDC-UW22022318602/2022	982
USA/WA-UW-22010430400/2022	983
USA/WA-UW-22021694458/2022	984
USA/WA-UW-21123023347/2021	985
USA/WA-CDC-UW22010673761/2022	985
USA/WA-CDC-UW21121467199/2021	985
USA/WA-CDC-UW22011078177/2022	985
USA/WA-CDC-UW22020217488/2022	985
USA/WA-CDC-UW22010845042/2022	985
USA/WA-CDC-UW21122032309/2021	985
USA/WA-CDC-UW22030142376/2022	986
USA/WA-PHL-015944/2022	986
USA/WA-PHL-009534/2021	987
USA/WA-UW-22021893665/2022	988
USA/WA-UW-22021954157/2022	988
USA/WA-CDC-UW22030418708/2022	988
USA/WA-PHL-012785/2022	989
USA/WA-CDC-UW22021290540/2022	990
USA/WA-S18023/2022	991
USA/WA-CDC-UW22021615773/2022	992
USA/WA-CDC-LC0514177/2022	993
USA/WA-CDC-LC0496811/2022	994
USA/WA-CDC-UW22020380126/2022	995
USA/WA-CDC-LC0455079/2021	996
USA/WA-S17212/2022	997
USA/WA-UW-22022401952/2022	998
USA/WA-PHL-014847/2022	999
USA/WA-S15875/2021	1000
USA/WA-CDC-LC0451193/2021	1001
USA/WA-CDC-UW22022503934/2022	1002
USA/WA-CDC-STM-4YR8Q7MSX/2022	1003
USA/WA-CDC-LC0451175/2021	1004
USA/WA-S17196/2022	1005
USA/WA-CDC-LC0563288/2022	1006
USA/WA-CDC-UW22030434895/2022	1006
USA/WA-CDC-UW22021463864/2022	1007
USA/WA-UW-22021588007/2022	1008
USA/WA-CDC-UW22020840422/2022	1008
USA/WA-CDC-UW22022886643/2022	1009
USA/WA-UW-22021636271/2022	1009
USA/WA-CDC-UW22011025928/2022	1010
USA/WA-S19190/2022	1011
USA/WA-CDC-UW22030557397/2022	1012
USA/WA-S19153/2022	1012
USA/WA-CDC-UW22030599460/2022	1012
USA/WA-CDC-UW22030529515/2022	1012
USA/WA-CDC-UW22030554457/2022	1013
USA/WA-UW-22030555440/2022	1014
USA/WA-CDC-UW22030515664/2022	1015
USA/WA-CDC-UW22022532791/2022	1016
USA/WA-PHL-015878/2022	1016
USA/WA-CDC-LC0451188/2021	1017
USA/WA-CDC-UW22010765740/2022	1018
USA/WA-S16715/2022	1019
USA/WA-CDC-UW22022675840/2022	1020
USA/WA-CDC-UW22021096028/2022	1021
USA/WA-S16326/2022	1022
USA/WA-CDC-STM-A6877522G/2022	1023
USA/WA-PHL-014530/2022	1024
USA/WA-CDC-LC0488011/2022	1025
USA/WA-CDC-UW22021636570/2022	1026
USA/WA-CDC-UW22030558867/2022	1026
USA/WA-CDC-UW22030141144/2022	1026
USA/WA-PHL-012789/2022	1027
USA/WA-CDC-UW22030148946/2022	1028
USA/WA-S17731/2022	1029
USA/WA-CDC-LC0499267/2022	1030
USA/WA-CDC-UW22011240913/2022	1031
USA/WA-CDC-UW22022883289/2022	1032
USA/WA-S16726/2022	1033
USA/WA-S17051/2022	1034
USA/WA-UW-22020859182/2022	1035
USA/WA-CDC-UW22011021131/2022	1036
USA/WA-CDC-UW22022696824/2022	1037
USA/WA-CDC-UW22030135193/2022	1037
USA/WA-PHL-014914/2022	1038
USA/WA-PHL-015757/2022	1039
USA/WA-CDC-UW22030480421/2022	1039
USA/WA-UW-22030474678/2022	1039
USA/WA-S15930/2021	1040
USA/WA-CDC-UW22030102509/2022	1041
USA/WA-S16383/2022	1041
USA/WA-CDC-UW21121783777/2021	1042
USA/WA-PHL-009807/2021	1043
USA/WA-S17880/2022	1044
USA/WA-S18161/2022	1044
USA/WA-PHL-009880/2021	1045
USA/WA-CDC-UW21123113599/2021	1046
USA/WA-S16469/2021	1047
USA/WA-S18168/2022	1048
USA/WA-CDC-UW22021040687/2022	1048
USA/WA-CDC-UW22010562085/2022	1049
USA/WA-S16932/2022	1049
USA/WA-CDC-LC0551550/2022	1049
USA/WA-CDC-LC0521278/2022	1050
USA/WA-CDC-UW22010275889/2022	1051
USA/WA-CDC-UW22010467273/2022	1052
USA/WA-S16838/2022	1053
USA/WA-S17362/2022	1054
USA/WA-S17251/2022	1054
USA/WA-S17889/2022	1055
USA/WA-CDC-LC0560243/2022	1056
USA/WA-S15990/2021	1057
USA/WA-CDC-LC0456731/2021	1058
USA/WA-S19052/2022	1058
USA/WA-CDC-UW22020909692/2022	1058
USA/WA-CDC-UW22022369077/2022	1058
USA/WA-CDC-UW21121642741/2021	1058
USA/WA-CDC-UW21123137775/2021	1058
USA/WA-CDC-UW22022883450/2022	1059
USA/WA-S18613/2022	1060
USA/WA-PHL-008868/2021	1061
USA/WA-UW-21122520154/2021	1062
USA/WA-S18438/2022	1063
USA/WA-CDC-UW21121389779/2021	1064
USA/WA-CDC-UW22010720424/2022	1065
USA/WA-CDC-LC0451090/2021	1066
USA/WA-UW-22021732321/2022	1067
USA/WA-CDC-UW22030118631/2022	1068
USA/WA-CDC-UW22030577785/2022	1068
USA/WA-CDC-LC0455078/2021	1069
USA/WA-S19045/2022	1070
USA/WA-S16675/2022	1071
USA/WA-UW-22022373438/2022	1072
USA/WA-CDC-LC0471393/2022	1073
USA/WA-CDC-UW22021020595/2022	1074
USA/WA-S17084/2022	1075
USA/WA-UW-22011002681/2022	1076
USA/WA-PHL-009677/2021	1077
USA/WA-PHL-009723/2021	1077
USA/WA-S17108/2022	1078
USA/WA-S17434/2022	1079
USA/WA-S17644/2022	1079
USA/WA-CDC-UW22021454608/2022	1080
USA/WA-UW-22021905178/2022	1080
USA/WA-S19056/2022	1080
USA/WA-PHL-015834/2022	1081
USA/WA-CDC-UW22010752291/2022	1082
USA/WA-CDC-UW22022899460/2022	1083
USA/WA-CDC-UW22022467874/2022	1083
USA/WA-S17390/2022	1084
USA/WA-S17301/2022	1085
USA/WA-S17252/2022	1086
USA/WA-S18149/2022	1087
USA/WA-CDC-UW22030131751/2022	1088
USA/WA-CDC-UW22021578673/2022	1089
USA/WA-CDC-UW22022859963/2022	1090
USA/WA-CDC-UW22022307143/2022	1091
USA/WA-PHL-009508/2021	1092
USA/WA-PHL-009561/2021	1092
USA/WA-S18906/2022	1093
USA/WA-CDC-UW22020439512/2022	1094
USA/WA-CDC-UW22021529023/2022	1095
USA/WA-PHL-015931/2022	1096
USA/WA-CDC-LC0459897/2021	1097
USA/WA-CDC-UW22010203939/2022	1098
USA/WA-CDC-UW22022716297/2022	1099
USA/WA-PHL-010006/2022	1099
USA/WA-CDC-LC0521377/2022	1100
USA/WA-CDC-UW22022324272/2022	1101
USA/WA-S18151/2022	1102
USA/WA-S15954/2021	1103
USA/WA-CDC-UW22020980292/2022	1104
USA/WA-S17114/2022	1105
USA/WA-CDC-UW22021024253/2022	1106
USA/WA-S18479/2022	1106
USA/WA-S19291/2021	1107
USA/WA-S17942/2022	1108
USA/WA-S16454/2021	1109
USA/WA-PHL-016716/2022	1109
USA/WA-CDC-UW22022129980/2022	1110
USA/WA-CDC-UW22022142507/2022	1111
USA/WA-CDC-UW22022185720/2022	1111
USA/WA-CDC-UW22022527519/2022	1112
USA/WA-CDC-UW22021412483/2022	1113
USA/WA-PHL-014872/2022	1114
USA/WA-S19202/2022	1115
USA/WA-S18418/2022	1115
USA/WA-UW-21122192095/2021	1116
USA/WA-UW-22030566951/2022	1117
USA/WA-CDC-UW22022856834/2022	1118
USA/WA-CDC-UW22030454397/2022	1118
USA/WA-PHL-009687/2021	1119
USA/WA-S17311/2022	1120
USA/WA-PHL-015857/2022	1121
USA/WA-CDC-UW22021981741/2022	1122
USA/WA-PHL-014513/2022	1123
USA/WA-CDC-UW21122877461/2021	1124
USA/WA-CDC-UW22022813873/2022	1125
USA/WA-PHL-016168/2022	1126
USA/WA-S17236/2022	1127
USA/WA-UW-22021618666/2022	1128
USA/WA-CDC-UW22022698657/2022	1129
USA/WA-S17605/2022	1130
USA/WA-CDC-UW21122795182/2021	1131
USA/WA-CDC-UW21122757173/2021	1131
USA/WA-CDC-UW22010854115/2022	1131
USA/WA-CDC-UW22010742983/2022	1131
USA/WA-CDC-ASC210557346/2021	1131
USA/WA-CDC-LC0560674/2022	1132
USA/WA-S16846/2022	1133
USA/WA-CDC-UW22022867909/2022	1134
USA/WA-CDC-UW21121418822/2021	1135
USA/WA-CDC-UW22012322440/2022	1135
USA/WA-CDC-UW21122065036/2021	1135
USA/WA-UW-22030202529/2022	1135
USA/WA-CDC-UW22030386514/2022	1135
USA/WA-CDC-UW22030636460/2022	1135
USA/WA-CDC-LC0437403/2021	1136
USA/WA-CDC-UW21122424243/2021	1137
USA/WA-UW-21123032691/2021	1138
USA/WA-UW-22021884624/2022	1139
USA/WA-UW-22021712521/2022	1139
USA/WA-CDC-LC0499315/2022	1140
USA/WA-S19324/2021	1141
USA/WA-ALTCOV-C7AP6QZHXO3PB3ER/2021	1142
USA/WA-ALTCOV-SP6F22P2ARJW72US/2021	1142
USA/WA-UW-22021851271/2022	1143
USA/WA-CDC-LC0436810/2021	1144
USA/WA-PHL-009642/2021	1145
USA/WA-CDC-UW21121686566/2021	1146
USA/WA-CDC-UW22020478802/2022	1147
USA/WA-S17702/2022	1148
USA/WA-S15846/2021	1149
USA/WA-CDC-LC0445343/2021	1150
USA/WA-S17544/2022	1151
USA/WA-UW-22021614927/2022	1152
USA/WA-CDC-UW22010802097/2022	1153
USA/WA-UW-21122977967/2021	1153
USA/WA-CDC-UW21123051938/2021	1153
USA/WA-CDC-UW22010229315/2022	1154
USA/WA-S16401/2022	1155
USA/WA-CDC-UW22030354442/2022	1156
USA/WA-UW-22022313880/2022	1157
USA/WA-CDC-UW22030449055/2022	1158
USA/WA-CDC-UW22011234742/2022	1159
USA/WA-CDC-UW21122061761/2021	1160
USA/WA-S16018/2021	1161
USA/WA-S16646/2022	1162
USA/WA-CDC-LC0551517/2022	1163
USA/WA-CDC-UW22021075362/2022	1164
USA/WA-CDC-UW22021271970/2022	1164
USA/WA-CDC-UW22030615245/2022	1165
USA/WA-CDC-UW22030136284/2022	1166
USA/WA-CDC-UW22030136298/2022	1166
USA/WA-CDC-UW22022383638/2022	1166
USA/WA-CDC-UW21122766640/2021	1167
USA/WA-S18896/2021	1168
USA/WA-UW-22022364223/2022	1168
USA/WA-PHL-015906/2022	1168
USA/WA-CDC-STM-KP8EX7VHD/2021	1169
USA/WA-CDC-UW22011058827/2022	1170
USA/WA-CDC-UW22020861678/2022	1171
USA/WA-CDC-UW22030477898/2022	1171
USA/WA-PHL-015631/2022	1172
USA/WA-S16948/2022	1173
USA/WA-CDC-UW22030102493/2022	1174
USA/WA-S17002/2022	1175
USA/WA-S18732/2022	1176
USA/WA-S17743/2022	1177
USA/WA-S16628/2022	1178
USA/WA-S17143/2022	1179
USA/WA-S17672/2022	1180
USA/WA-CDC-UW22022884315/2022	1181
USA/WA-S16552/2022	1182
USA/WA-S17098/2022	1183
USA/WA-S17948/2022	1184
USA/WA-S18378/2022	1185
USA/WA-S18393/2022	1186
USA/WA-S18579/2022	1187
USA/WA-UW-22021221534/2022	1188
USA/WA-CDC-UW22030282941/2022	1189
USA/WA-S17269/2022	1190
USA/WA-UW-22021853671/2022	1190
USA/WA-UW-22021869220/2022	1191
USA/WA-CDC-LC0536047/2022	1192
USA/WA-CDC-UW22010498846/2022	1193
USA/WA-S17652/2022	1194
USA/WA-CDC-UW22022176590/2022	1195
USA/WA-S19310/2021	1196
USA/WA-CDC-UW22030453338/2022	1197
USA/WA-UW-22020713818/2022	1198
USA/WA-CDC-UW22022107817/2022	1199
USA/WA-UW-22010469616/2022	1200
USA/WA-CDC-UW22030165669/2022	1201
USA/WA-CDC-UW22011090236/2022	1202
USA/WA-CDC-UW22022146833/2022	1202
USA/WA-CDC-UW22021665057/2022	1203
USA/WA-CDC-UW22022138826/2022	1204
USA/WA-CDC-UW22022123719/2022	1204
USA/WA-CDC-UW22030665551/2022	1205
USA/WA-UW-21123061649/2021	1206
USA/WA-CDC-UW22030459199/2022	1207
USA/WA-CDC-UW22022139206/2022	1208
USA/WA-PHL-009844/2021	1209
USA/WA-CDC-UW22021709136/2022	1210
USA/WA-CDC-UW21121839753/2021	1211
USA/WA-CDC-UW22010472572/2022	1211
USA/WA-CDC-UW21122726611/2021	1211
USA/WA-CDC-UW21121489979/2021	1211
USA/WA-CDC-UW22010707519/2022	1211
USA/WA-CDC-UW22010781491/2022	1211
USA/WA-CDC-UW22010711054/2022	1211
USA/WA-CDC-UW22010263208/2022	1211
USA/WA-CDC-UW22020444174/2022	1211
USA/WA-CDC-UW21122322568/2021	1211
USA/WA-CDC-UW22020446312/2022	1211
USA/WA-CDC-UW22010463574/2022	1211
USA/WA-CDC-UW21122331698/2021	1211
USA/WA-CDC-UW21121368981/2021	1211
USA/WA-CDC-UW21121476518/2021	1211
USA/WA-CDC-UW21122844651/2021	1211
USA/WA-CDC-UW21122713219/2021	1211
USA/WA-CDC-UW21122463313/2021	1211
USA/WA-CDC-UW21122751480/2021	1211
USA/WA-CDC-UW21122479746/2021	1211
USA/WA-CDC-UW21121606649/2021	1211
USA/WA-CDC-UW22010768987/2022	1211
USA/WA-CDC-UW21121803994/2021	1211
USA/WA-CDC-UW21121834675/2021	1211
USA/WA-CDC-UW22012295548/2022	1211
USA/WA-CDC-UW21121765199/2021	1211
USA/WA-CDC-UW21121866564/2021	1211
USA/WA-CDC-UW22011011880/2022	1211
USA/WA-CDC-UW21121843099/2021	1211
USA/WA-CDC-UW22010778803/2022	1211
USA/WA-CDC-UW21123075016/2021	1211
USA/WA-CDC-UW21122018249/2021	1211
USA/WA-CDC-UW21122149473/2021	1211
USA/WA-CDC-UW22010821304/2022	1211
USA/WA-CDC-UW22010841393/2022	1211
USA/WA-CDC-UW21122498043/2021	1211
USA/WA-CDC-UW22010888005/2022	1211
USA/WA-CDC-UW22011027140/2022	1211
USA/WA-CDC-UW22011024611/2022	1211
USA/WA-CDC-UW22021090101/2022	1211
USA/WA-CDC-UW22020948092/2022	1211
USA/WA-CDC-UW21121427681/2021	1211
USA/WA-CDC-UW21121717766/2021	1211
USA/WA-CDC-UW21121819337/2021	1211
USA/WA-CDC-UW22010803610/2022	1211
USA/WA-CDC-UW22020398802/2022	1211
USA/WA-CDC-UW22021537453/2022	1211
USA/WA-CDC-UW21121150393/2021	1211
USA/WA-CDC-UW21121195772/2021	1211
USA/WA-CDC-UW21121612502/2021	1211
USA/WA-CDC-UW21121470989/2021	1211
USA/WA-CDC-UW22010515437/2022	1211
USA/WA-CDC-UW21122401645/2021	1211
USA/WA-UW-22020428518/2022	1211
USA/WA-CDC-UW22020221169/2022	1211
USA/WA-CDC-UW22020232490/2022	1211
USA/WA-CDC-UW21121391113/2021	1211
USA/WA-CDC-UW21121465720/2021	1211
USA/WA-CDC-UW21121782364/2021	1211
USA/WA-CDC-UW21121768731/2021	1211
USA/WA-CDC-UW21123137666/2021	1211
USA/WA-CDC-UW22010477274/2022	1211
USA/WA-CDC-UW21122430597/2021	1211
USA/WA-CDC-UW21122433669/2021	1211
USA/WA-CDC-UW22010785450/2022	1211
USA/WA-CDC-UW22010851148/2022	1211
USA/WA-CDC-UW21121924922/2021	1211
USA/WA-UW-21121859106/2021	1211
USA/WA-CDC-UW22020971879/2022	1211
USA/WA-CDC-UW22021099657/2022	1211
USA/WA-CDC-UW21123053169/2021	1211
USA/WA-CDC-UW21122905935/2021	1211
USA/WA-UW-21123059635/2021	1211
USA/WA-UW-22020729793/2022	1211
USA/WA-CDC-UW22010615677/2022	1211
USA/WA-CDC-UW22011048829/2022	1211
USA/WA-UW-22020407469/2022	1211
USA/WA-CDC-UW22010709569/2022	1211
USA/WA-CDC-UW22020997949/2022	1212
USA/WA-CDC-UW22010508922/2022	1213
USA/WA-CDC-UW22020495671/2022	1214
USA/WA-CDC-UW22010754240/2022	1215
USA/WA-CDC-UW21121731203/2021	1216
USA/WA-UW-21123088783/2021	1216
USA/WA-CDC-UW21121723144/2021	1217
USA/WA-CDC-UW22010766653/2022	1218
USA/WA-CDC-UW22010878268/2022	1218
USA/WA-CDC-UW22010849719/2022	1218
USA/WA-CDC-UW21120943812/2021	1219
USA/WA-CDC-UW21122876692/2021	1219
USA/WA-CDC-UW21121568328/2021	1220
USA/WA-S15825/2021	1221
USA/WA-S15803/2021	1221
USA/WA-CDC-UW21121722821/2021	1221
USA/WA-CDC-UW21121658852/2021	1221
USA/WA-CDC-UW22010549628/2022	1221
