strain	cluster
USA/WA-UW-21050467979/2021	609
USA/WA-UW-21050354657/2021	610
USA/WA-UW-21042669626/2021	611
USA/WA-UW-21050534548/2021	612
USA/WA-CDC-UW21052162393/2021	612
USA/WA-UW-21050504698/2021	612
USA/WA-CDC-UW21051288828/2021	612
USA/WA-CDC-UW21051271521/2021	613
USA/WA-UW-21051538480/2021	613
USA/WA-UW-21051808843/2021	614
USA/WA-CDC-UW21052466167/2021	614
USA/WA-PHL-000841/2021	614
USA/WA-CDC-UW21060103418/2021	614
USA/WA-CDC-UW21060550094/2021	614
USA/WA-CDC-UW21060475445/2021	615
USA/WA-S5890/2021	616
USA/WA-S5893/2021	616
USA/WA-S5878/2021	617
USA/WA-CDC-UW21050352603/2021	618
USA/WA-CDC-UW21051065230/2021	618
USA/WA-UW-21042097883/2021	619
USA/WA-UW-21042601024/2021	619
USA/WA-UW-21042653478/2021	619
USA/WA-UW-21042674839/2021	619
USA/WA-UW-21043076305/2021	619
USA/WA-S5891/2021	620
USA/WA-CDC-UW21051088066/2021	621
USA/WA-S6095/2021	622
USA/WA-CDC-UW21051262558/2021	623
USA/WA-Altius-ALTCOV-5GG5AV3RORLDW3TE/2021	624
USA/WA-CDC-UW21050452031/2021	625
USA/WA-UW-2021040858429/2021	626
USA/WA-S8102/2021	627
USA/WA-CDC-UW21051807480/2021	628
USA/WA-UW-21050717955/2021	629
USA/WA-CDC-UW21050320233/2021	629
USA/WA-UW-21043062265/2021	630
USA/WA-S8654/2021	631
USA/WA-S8665/2021	631
USA/WA-S8663/2021	631
USA/WA-UW-21052780411/2021	632
USA/WA-S9482/2021	633
USA/WA-CDC-UW21051116391/2021	634
USA/WA-Altius-ALTCOV-SNXN5HMOPGS62UR2/2021	634
USA/WA-Altius-ALTCOV-45T6NEPZQL6C7XHX/2021	634
USA/WA-UW-21051542072/2021	635
USA/WA-UW-21042728954/2021	636
USA/WA-UW-21042943110/2021	637
USA/WA-CDC-UW21042740067/2021	638
USA/WA-UW-21042774386/2021	639
USA/WA-CDC-LC0056337/2021	640
USA/WA-UW-21042952160/2021	640
USA/WA-S7548/2021	641
USA/WA-CDC-UW21050455407/2021	642
USA/WA-UW-21050450012/2021	643
USA/WA-UW-21042018684/2021	644
USA/WA-UW-21050626953/2021	645
USA/WA-S5873/2021	646
USA/WA-UW-2021040802138/2021	647
USA/WA-S5888/2021	648
USA/WA-S5914/2021	648
USA/WA-CDC-UW21050687345/2021	649
USA/WA-S6533/2021	650
USA/WA-CDC-UW21051919147/2021	651
USA/WA-CDC-UW21051280259/2021	651
USA/WA-S6335/2021	652
USA/WA-CDC-UW21062129706/2021	653
USA/WA-UW-21063019509/2021	653
USA/WA-S9312/2021	653
USA/WA-UW-68821/2021	654
USA/WA-PHL-000695/2021	655
USA/WA-UW-2021033007607/2021	656
USA/WA-Altius-ALTCOV-2V6727MDTTYVNEE4/2021	657
USA/WA-UW-21050378995/2021	657
USA/WA-UW-21042010806/2021	657
USA/WA-UW-21041949499/2021	658
USA/WA-UW-21041944522/2021	658
USA/WA-UW-2021041670850/2021	658
USA/WA-UW-2021040201957/2021	659
USA/WA-UW-21042091093/2021	660
USA/WA-UW-21042973411/2021	661
USA/WA-CDC-UW21060305871/2021	662
USA/WA-CDC-UW21050558196/2021	663
USA/WA-CDC-QDX24799398/2021	664
USA/WA-S8611/2021	665
USA/WA-CDC-UW21052025794/2021	666
USA/WA-UW-21051414546/2021	667
USA/WA-CDC-UW21051733645/2021	667
USA/WA-CDC-UW21051743040/2021	667
USA/WA-UW-21042994216/2021	668
USA/WA-CDC-UW21050353992/2021	669
USA/WA-UW-2021033104988/2021	670
USA/WA-UW-68018/2021	671
USA/WA-CDC-FG-016793/2021	671
USA/WA-S6256/2021	671
USA/WA-CDC-UW21052128049/2021	672
USA/WA-UW-21051871903/2021	673
USA/WA-CDC-UW21070766153/2021	674
USA/WA-CDC-UW21070820520/2021	675
USA/WA-UW-21041533154/2021	676
USA/WA-Altius-ALTCOV-A5FDCGAUET7JOAEX/2021	677
USA/WA-S6805/2021	678
USA/WA-CDC-UW21050642306/2021	679
USA/WA-UW-21050343459/2021	679
USA/WA-CDC-UW21051103643/2021	679
USA/WA-S8622/2021	680
USA/WA-UW-2021040863303/2021	681
USA/WA-Altius-ALTCOV-UZUUIUPOVVNJGTAW/2021	682
USA/WA-Altius-ALTCOV-WS2XWU3EZBOQ3ECS/2021	682
USA/WA-UW-2021041480789/2021	683
USA/WA-CDC-UW21050604106/2021	684
USA/WA-CDC-UW21051262090/2021	685
USA/WA-UW-2021033004650/2021	686
USA/WA-S7566/2021	687
USA/WA-S5905/2021	688
USA/WA-UW-2021033108245/2021	688
USA/WA-UW-2021040103580/2021	688
USA/WA-UW-2021033004333/2021	688
USA/WA-UW-2021033001018/2021	688
USA/WA-UW-2021033004901/2021	688
USA/WA-S9043/2021	689
USA/WA-UW-21061690059/2021	689
USA/WA-Altius-ALTCOV-JLQUGL37X32ZGUUG/2021	689
USA/WA-UW-67460/2021	690
USA/WA-UW-68665/2021	691
USA/WA-UW-21042283998/2021	692
USA/WA-Altius-ALTCOV-W5DVWAUTM4GOLPGI/2021	693
USA/WA-Altius-ALTCOV-3FKRNTDYI2OBXIC3/2021	693
USA/WA-UW-2021033103974/2021	694
USA/WA-UW-21041989753/2021	695
USA/WA-UW-21042619295/2021	695
USA/WA-UW-21042083006/2021	696
USA/WA-Altius-ALTCOV-ORRRZD6S2QML6CVT/2021	697
USA/WA-Altius-ALTCOV-YQZTF4K3WJ5FOSHV/2021	698
USA/WA-Altius-ALTCOV-VVB3VCUO2XOL3BDR/2021	699
USA/WA-Altius-ALTCOV-GLRHWCSKL5BOFMHM/2021	699
USA/WA-Altius-ALTCOV-7MAHOCQFHBWKGUUA/2021	699
USA/WA-Altius-ALTCOV-BM4SIYBHTTGTGGTO/2021	699
USA/WA-Altius-ALTCOV-PGCZA4K6MNGYSKTE/2021	699
USA/WA-UW-21050837421/2021	699
USA/WA-CDC-UW21050382844/2021	699
USA/WA-Altius-ALTCOV-IOC7JD55NEKTO2XC/2021	699
USA/WA-S8613/2021	699
USA/WA-CDC-UW21061504117/2021	699
USA/WA-UW-21050513851/2021	699
USA/WA-UW-21051734931/2021	699
USA/WA-Altius-ALTCOV-Z5M3DJZ6IMOBR2SS/2021	699
USA/WA-Altius-ALTCOV-EIAP2PSTBUODYMT7/2021	699
USA/WA-UW-21051500706/2021	700
USA/WA-CDC-UW21050516509/2021	701
USA/WA-CDC-UW21051775310/2021	702
USA/WA-UW-68877/2021	703
USA/WA-CDC-UW21051734683/2021	703
USA/WA-UW-67487/2021	704
USA/WA-UW-67481/2021	704
USA/WA-UW-67512/2021	704
USA/WA-UW-66938/2021	705
USA/WA-UW-2021040822808/2021	706
USA/WA-UW-2021040801939/2021	707
USA/WA-S4847/2021	708
USA/WA-UW-21041759159/2021	709
USA/WA-UW-58812/2021	710
USA/WA-CDC-UW21042920611/2021	711
USA/WA-S4365/2021	712
USA/WA-UW-61683/2021	713
USA/WA-S8792/2021	714
USA/WA-S8790/2021	714
USA/WA-UW-2021041556213/2021	715
USA/WA-UW-21042642085/2021	716
USA/WA-UW-21042683894/2021	717
USA/WA-UW-67195/2021	718
USA/WA-UW-68046/2021	719
USA/WA-UW-21041951580/2021	720
USA/WA-UW-2021032906322/2021	721
USA/WA-UW-2021040201140/2021	722
USA/WA-S6966/2021	723
USA/WA-Altius-ALTCOV-APXM2ANG5DAUBMA2/2021	724
USA/WA-UW-21051176340/2021	725
USA/WA-Altius-ALTCOV-PAQS2ANEVMB5VVSG/2021	726
USA/WA-UW-21041728037/2021	727
USA/WA-UW-21042258914/2021	728
USA/WA-UW-21042168895/2021	729
USA/WA-Altius-ALTCOV-YVBIOYDSIKXSMYUB/2021	729
USA/WA-CDC-UW21050696322/2021	729
USA/WA-CDC-UW21051217105/2021	729
USA/WA-UW-21051114755/2021	729
USA/WA-UW-21042431189/2021	729
USA/WA-Altius-ALTCOV-VP76XHLMLB5XMMCL/2021	729
USA/WA-Altius-ALTCOV-2Q3AVWWSPTUZKRGN/2021	729
USA/WA-UW-21051664848/2021	729
USA/WA-UW-21051647605/2021	729
USA/WA-UW-21061632719/2021	729
USA/WA-UW-21063032835/2021	729
USA/WA-Altius-ALTCOV-MF26OYGD5WSNAEGO/2021	729
USA/WA-Altius-ALTCOV-3QB7AWPQM2V24XSQ/2021	729
USA/WA-CDC-UW21052443293/2021	729
USA/WA-CDC-UW21052454470/2021	729
USA/WA-CDC-UW21052478893/2021	729
USA/WA-Altius-ALTCOV-4QF7XCWJV7GAQDSR/2021	729
USA/WA-Altius-ALTCOV-APZZFYATFBWZ4XWR/2021	729
USA/WA-UW-2021041381921/2021	729
USA/WA-CDC-UW21051043988/2021	729
USA/WA-UW-21050583273/2021	729
USA/WA-UW-21051102618/2021	730
USA/WA-Altius-ALTCOV-DP4GWRCVCF67A2CM/2021	730
USA/WA-CDC-UW21051146490/2021	730
USA/WA-UW-21051163436/2021	730
USA/WA-CDC-UW21042102625/2021	731
USA/WA-Altius-ALTCOV-I7BYKLMZTZZLJ6H5/2021	731
USA/WA-S7021/2021	732
USA/WA-S7543/2021	733
USA/WA-S7540/2021	733
USA/WA-CDC-UW21050109461/2021	734
USA/WA-UW-21043001450/2021	734
USA/WA-UW-21050509727/2021	735
USA/WA-S8288/2021	736
USA/WA-PHL-000811/2021	737
USA/WA-CDC-UW21050416184/2021	737
USA/WA-UW-2021041514117/2021	738
USA/WA-CDC-UW21060579510/2021	739
USA/WA-CDC-UW21061086181/2021	739
USA/WA-S9331/2021	740
USA/WA-Altius-ALTCOV-DOARM4UEQPF35DVV/2021	740
USA/WA-Altius-ALTCOV-6N37CYDABKHACGV2/2021	740
USA/WA-Altius-ALTCOV-UPMPUCPVX3TKWQV3/2021	740
USA/WA-Altius-ALTCOV-6MNEXBG44CU2INAI/2021	740
USA/WA-UW-21052269547/2021	740
USA/WA-Altius-ALTCOV-JKTFQRJN4U3OOWU2/2021	740
USA/WA-Altius-ALTCOV-HBZIWIMRH3WF2PR7/2021	740
USA/WA-S9178/2021	740
USA/WA-UW-21060908074/2021	740
USA/WA-PHL-001141/2021	741
USA/WA-CDC-UW21070643251/2021	742
USA/WA-UW-21050564402/2021	743
USA/WA-CDC-UW21060397030/2021	744
USA/WA-UW-68084/2021	745
USA/WA-UW-69368/2021	746
USA/WA-S6070/2021	747
USA/WA-UW-2021033100144/2021	748
USA/WA-UW-68912/2021	749
USA/WA-S5776/2021	750
USA/WA-S7445/2021	751
USA/WA-UW-21043018472/2021	752
USA/WA-UW-68439/2021	753
USA/WA-S6075/2021	754
USA/WA-PHL-000198/2021	755
USA/WA-UW-2021040207969/2021	756
USA/WA-S6991/2021	757
USA/WA-CDC-UW21070806467/2021	758
USA/WA-S5760/2021	759
USA/WA-UW-66140/2021	759
USA/WA-UW-66113/2021	759
USA/WA-UW-21050548361/2021	760
USA/WA-Altius-ALTCOV-UATYBBA6OVMK7KAP/2021	761
USA/WA-Altius-ALTCOV-NH6SHAG3FCHPPCRS/2021	762
USA/WA-Altius-ALTCOV-2QYIAWUL3XE24HSW/2021	762
USA/WA-Altius-ALTCOV-7VZWZJBIH27WPVCE/2021	763
USA/WA-PROV-1331/2021	763
USA/WA-UW-21042373587/2021	763
USA/WA-S7437/2021	764
USA/WA-S8459/2021	765
USA/WA-S8628/2021	765
USA/WA-S8645/2021	765
USA/WA-UW-21043038711/2021	765
USA/WA-UW-21043008228/2021	766
USA/WA-S8630/2021	767
USA/WA-UW-21051226336/2021	767
USA/WA-CDC-UW21060185728/2021	768
USA/WA-CDC-UW21050490861/2021	768
USA/WA-Altius-ALTCOV-AEUOMYXC22HNF4A5/2021	768
USA/WA-Altius-ALTCOV-3QFH2V5HO5WOONTI/2021	768
USA/WA-UW-21042885542/2021	768
USA/WA-CDC-UW21050396526/2021	768
USA/WA-S8250/2021	768
USA/WA-UW-2021041739611/2021	768
USA/WA-UW-2021041694007/2021	768
USA/WA-UW-21051012728/2021	768
USA/WA-UW-21051116965/2021	768
USA/WA-UW-21051398153/2021	768
USA/WA-UW-21041435944/2021	768
USA/WA-UW-2021041599780/2021	768
USA/WA-S8598/2021	768
USA/WA-CDC-UW21042108909/2021	768
USA/WA-UW-21041975982/2021	768
USA/WA-UW-21052741599/2021	769
USA/WA-S9094/2021	769
USA/WA-UW-21050500820/2021	769
USA/WA-Altius-ALTCOV-AGIIMNTM7FQ5BLBC/2021	769
USA/WA-S8218/2021	770
USA/WA-Altius-ALTCOV-ONQZCCPZD7CO2GSV/2021	771
USA/WA-CDC-LC0053108/2021	772
USA/WA-CDC-LC0055914/2021	773
USA/WA-Altius-ALTCOV-IGSWECD6HKEDVPQU/2021	774
USA/WA-S8626/2021	775
USA/WA-Altius-ALTCOV-LXAN2IK7OAPFXRSY/2021	776
USA/WA-CDC-UW21051195586/2021	777
USA/WA-Altius-ALTCOV-ITA6P25ATVTILCWK/2021	778
USA/WA-Altius-ALTCOV-CCP7EYB3LUJW46QT/2021	778
USA/WA-UW-2021041365206/2021	779
USA/WA-UW-21050546285/2021	779
USA/WA-Altius-ALTCOV-UZQTA4PYK5GSKDS5/2021	779
USA/WA-Altius-ALTCOV-MOM4IGBFRPLL5YFD/2021	779
USA/WA-UW-2021033000248/2021	780
USA/WA-UW-21052978755/2021	781
USA/WA-CDC-LC0065038/2021	782
USA/WA-UW-21050599382/2021	783
USA/WA-S6990/2021	784
USA/WA-UW-21042078709/2021	785
USA/WA-UW-21042054080/2021	785
USA/WA-UW-2021041414303/2021	785
USA/WA-S7424/2021	786
USA/WA-S8226/2021	786
USA/WA-UW-21042676776/2021	787
USA/WA-UW-21042298069/2021	788
USA/WA-CDC-UW21062253790/2021	789
USA/WA-S9319/2021	790
USA/WA-S9352/2021	791
USA/WA-UW-2021041591762/2021	792
USA/WA-CDC-UW21043041509/2021	793
USA/WA-UW-68627/2021	794
USA/WA-UW-68814/2021	794
USA/WA-UW-21052896603/2021	795
USA/WA-CDC-UW21060172945/2021	796
USA/WA-CDC-UW21052477019/2021	796
USA/WA-Altius-ALTCOV-GC5B457AQQH3TRUS/2021	797
USA/WA-Altius-ALTCOV-2FY6MLMTEPTST5XP/2021	797
USA/WA-UW-2021041316175/2021	798
USA/WA-UW-21042165158/2021	799
USA/WA-PHL-000501/2021	800
USA/WA-UW-2021041351909/2021	801
USA/WA-CDC-UW21050664260/2021	802
USA/WA-S8487/2021	803
USA/WA-S8497/2021	804
USA/WA-S8489/2021	805
USA/WA-S5184/2021	806
USA/WA-CDC-UW21061857475/2021	807
USA/WA-CDC-UW21061028865/2021	808
USA/WA-CDC-UW21061455504/2021	809
USA/WA-Altius-ALTCOV-5HJ42Y7NO5DWGRC5/2021	810
USA/WA-CDC-UW21061062784/2021	811
USA/WA-CDC-UW21070883247/2021	812
USA/WA-CDC-UW21070861286/2021	812
USA/WA-S9547/2021	813
USA/WA-UW-21041557279/2021	814
USA/WA-UW-21042795408/2021	815
USA/WA-UW-21042853206/2021	816
USA/WA-CDC-UW21070195317/2021	817
USA/WA-CDC-UW21060214875/2021	817
USA/WA-CDC-UW21070261944/2021	817
USA/WA-S5637/2021	818
USA/WA-CDC-LC0035294/2021	818
USA/WA-UW-2021040728663/2021	818
USA/WA-UW-67293/2021	818
USA/WA-UW-68498/2021	818
USA/WA-UW-2021040300590/2021	818
USA/WA-UW-68500/2021	818
USA/WA-CDC-UW21050398926/2021	818
USA/WA-UW-66424/2021	818
USA/WA-UW-69240/2021	818
USA/WA-UW-67146/2021	818
USA/WA-UW-67519/2021	818
USA/WA-UW-68511/2021	818
USA/WA-UW-67369/2021	818
USA/WA-S5885/2021	818
USA/WA-S5883/2021	818
USA/WA-CDC-UW21050658206/2021	818
USA/WA-S6968/2021	818
USA/WA-Altius-ALTCOV-6EFRRARJMSCXMKRG/2021	818
USA/WA-UW-21043003643/2021	818
USA/WA-CDC-UW21050349357/2021	818
USA/WA-Altius-ALTCOV-ZH7KQBV26BKZXHRX/2021	818
USA/WA-Altius-ALTCOV-HPG6PPG3S6Z4PDBD/2021	818
USA/WA-Altius-ALTCOV-SBKWOUO5FX77NRUH/2021	818
USA/WA-Altius-ALTCOV-7WMVMMSZOOUXEWVB/2021	818
USA/WA-UW-21042799481/2021	818
USA/WA-CDC-UW21051296964/2021	818
USA/WA-Altius-ALTCOV-RITXRCHSMPRUYVFT/2021	818
USA/WA-UW-21050846765/2021	818
USA/WA-UW-21050815408/2021	818
USA/WA-Altius-ALTCOV-ZC6J2UM6TBCDZKDN/2021	818
USA/WA-UW-67147/2021	818
USA/WA-UW-67170/2021	818
USA/WA-S6820/2021	818
USA/WA-S6807/2021	818
USA/WA-S6863/2021	818
USA/WA-S6845/2021	818
USA/WA-S6852/2021	818
USA/WA-UW-67209/2021	818
USA/WA-UW-67326/2021	818
USA/WA-UW-67387/2021	818
USA/WA-UW-67439/2021	818
USA/WA-S6255/2021	818
USA/WA-UW-21070212593/2021	818
USA/WA-UW-21041217631/2021	818
USA/WA-UW-21041473316/2021	818
USA/WA-UW-2021040604608/2021	818
USA/WA-UW-21050363996/2021	818
USA/WA-CDC-UW21050415105/2021	818
USA/WA-UW-67453/2021	818
USA/WA-UW-67572/2021	818
USA/WA-UW-2021041001877/2021	818
USA/WA-UW-21041431054/2021	818
USA/WA-UW-67075/2021	818
USA/WA-UW-21042466030/2021	818
USA/WA-CDC-UW21050681223/2021	818
USA/WA-CDC-UW21052100407/2021	818
USA/WA-UW-2021040704439/2021	818
USA/WA-UW-67492/2021	818
USA/WA-UW-67504/2021	818
USA/WA-UW-21040574677/2021	818
USA/WA-UW-21060580542/2021	818
USA/WA-CDC-UW21050602123/2021	818
USA/WA-UW-69008/2021	818
USA/WA-UW-67538/2021	818
USA/WA-UW-67520/2021	818
USA/WA-UW-2021040980469/2021	818
USA/WA-UW-2021040906502/2021	818
USA/WA-UW-21041518786/2021	818
USA/WA-UW-68699/2021	818
USA/WA-UW-2021040804995/2021	818
USA/WA-UW-68685/2021	818
USA/WA-CDC-UW21042944518/2021	818
USA/WA-UW-68995/2021	818
USA/WA-UW-2021041205714/2021	818
USA/WA-UW-68677/2021	818
USA/WA-CDC-UW21050129996/2021	818
USA/WA-UW-21042694894/2021	818
USA/WA-UW-21042970451/2021	818
USA/WA-UW-68644/2021	818
USA/WA-UW-66494/2021	818
USA/WA-UW-21042781491/2021	818
USA/WA-UW-21041332495/2021	818
USA/WA-UW-69320/2021	818
USA/WA-UW-68628/2021	818
USA/WA-UW-68691/2021	818
USA/WA-UW-68692/2021	818
USA/WA-CDC-UW21052521440/2021	818
USA/WA-UW-21042413313/2021	818
USA/WA-CDC-UW21050425763/2021	818
USA/WA-CDC-UW21052243661/2021	818
USA/WA-CDC-UW21052176062/2021	818
USA/WA-UW-66905/2021	818
USA/WA-UW-67226/2021	818
USA/WA-UW-21041213264/2021	818
USA/WA-UW-68909/2021	818
USA/WA-UW-68937/2021	818
USA/WA-UW-68949/2021	818
USA/WA-UW-21042900186/2021	818
USA/WA-UW-2021040507685/2021	818
USA/WA-UW-67456/2021	818
USA/WA-UW-68637/2021	818
USA/WA-UW-68652/2021	818
USA/WA-UW-68673/2021	818
USA/WA-UW-2021040207701/2021	818
USA/WA-UW-21050106693/2021	818
USA/WA-UW-68971/2021	818
USA/WA-UW-68997/2021	818
USA/WA-UW-69007/2021	818
USA/WA-UW-68947/2021	818
USA/WA-UW-68819/2021	818
USA/WA-UW-21050615753/2021	818
USA/WA-UW-2021041201887/2021	818
USA/WA-UW-2021040707688/2021	818
USA/WA-UW-2021040702598/2021	818
USA/WA-UW-2021040705994/2021	818
USA/WA-UW-2021041006174/2021	818
USA/WA-UW-21041320362/2021	818
USA/WA-UW-21042219953/2021	818
USA/WA-UW-21042230609/2021	818
USA/WA-CDC-UW21050355376/2021	818
USA/WA-UW-21050419487/2021	818
USA/WA-Altius-ALTCOV-VY2OXYZCGPYJ2ZFI/2021	818
USA/WA-CDC-UW21050608525/2021	818
USA/WA-CDC-UW21051379510/2021	818
USA/WA-Altius-ALTCOV-RFAV362L6QBC7YVJ/2021	818
USA/WA-Altius-ALTCOV-QQN7RHLSLOQTDUTZ/2021	818
USA/WA-Altius-ALTCOV-5VCVZHIZJHMZQGBC/2021	818
USA/WA-Altius-ALTCOV-ML22CMT7Z5IATIVL/2021	818
USA/WA-UW-21050582318/2021	818
USA/WA-Altius-ALTCOV-T5IKFA526JTISUWP/2021	818
USA/WA-CDC-UW21050674368/2021	818
USA/WA-UW-21051395441/2021	818
USA/WA-UW-21051342542/2021	818
USA/WA-UW-2021040308190/2021	818
USA/WA-UW-2021040209164/2021	818
USA/WA-UW-21042937359/2021	818
USA/WA-UW-2021041297844/2021	818
USA/WA-UW-2021041233980/2021	818
USA/WA-CDC-UW21050693734/2021	818
USA/WA-UW-21051520716/2021	818
USA/WA-CDC-UW21052430449/2021	818
USA/WA-S8125/2021	818
USA/WA-UW-21041908903/2021	818
USA/WA-UW-21041909905/2021	818
USA/WA-UW-21041926184/2021	818
USA/WA-CDC-UW21050773680/2021	818
USA/WA-CDC-UW21050492817/2021	818
USA/WA-UW-21042161199/2021	818
USA/WA-UW-2021041489099/2021	818
USA/WA-CDC-UW21051481309/2021	818
USA/WA-S5538/2021	818
USA/WA-UW-68696/2021	818
USA/WA-S8214/2021	818
USA/WA-Altius-ALTCOV-MNXNEW5AXHWFH7EV/2021	818
USA/WA-UW-68451/2021	818
USA/WA-UW-67257/2021	818
USA/WA-UW-67211/2021	818
USA/WA-UW-67162/2021	818
USA/WA-UW-2021040201824/2021	818
USA/WA-UW-2021040103374/2021	818
USA/WA-Altius-ALTCOV-XOCIA4LTXECDB3FL/2021	818
USA/WA-Altius-ALTCOV-37AY2MOTDJBHWJUT/2021	818
USA/WA-UW-21050798091/2021	818
USA/WA-S8456/2021	818
USA/WA-S8409/2021	818
USA/WA-CDC-UW21050671983/2021	818
USA/WA-Altius-ALTCOV-BMTOMPSY34GU2QXG/2021	818
USA/WA-UW-67172/2021	818
USA/WA-S9095/2021	818
USA/WA-CDC-UW21061015615/2021	818
USA/WA-CDC-UW21061150421/2021	818
USA/WA-CDC-LC0068362/2021	818
USA/WA-UW-21060831427/2021	818
USA/WA-S6251/2021	818
USA/WA-UW-69367/2021	818
USA/WA-S5865/2021	818
USA/WA-UW-68599/2021	818
USA/WA-UW-2021033006890/2021	818
USA/WA-UW-67354/2021	818
USA/WA-UW-67351/2021	818
USA/WA-S5794/2021	818
USA/WA-S5864/2021	818
USA/WA-UW-68061/2021	818
USA/WA-UW-69269/2021	818
USA/WA-UW-67123/2021	818
USA/WA-UW-68676/2021	818
USA/WA-UW-2021041345449/2021	818
USA/WA-UW-2021041368689/2021	818
USA/WA-UW-68465/2021	818
USA/WA-UW-2021041389796/2021	818
USA/WA-UW-68556/2021	818
USA/WA-S6843/2021	818
USA/WA-S6035/2021	818
USA/WA-S6565/2021	818
USA/WA-S6023/2021	818
USA/WA-S6025/2021	818
USA/WA-S5866/2021	818
USA/WA-UW-69198/2021	818
USA/WA-UW-69193/2021	818
USA/WA-UW-2021033102256/2021	818
USA/WA-CDC-LC0035120/2021	818
USA/WA-UW-21042499470/2021	818
USA/WA-UW-67379/2021	818
USA/WA-CDC-UW21050144588/2021	818
USA/WA-UW-21050736330/2021	818
USA/WA-UW-21042370982/2021	818
USA/WA-CDC-UW21050365880/2021	818
USA/WA-UW-2021041285054/2021	818
USA/WA-S9059/2021	818
USA/WA-UW-67532/2021	818
USA/WA-S5971/2021	818
USA/WA-S5972/2021	818
USA/WA-S5991/2021	818
USA/WA-S5986/2021	818
USA/WA-S5985/2021	818
USA/WA-S5848/2021	818
USA/WA-UW-67371/2021	818
USA/WA-S5963/2021	818
USA/WA-UW-68491/2021	818
USA/WA-UW-68493/2021	818
USA/WA-S6902/2021	818
USA/WA-UW-68459/2021	818
USA/WA-S7018/2021	818
USA/WA-S6200/2021	818
USA/WA-UW-2021033104816/2021	818
USA/WA-UW-2021040303185/2021	818
USA/WA-UW-2021040768293/2021	818
USA/WA-UW-2021040744063/2021	818
USA/WA-S5806/2021	818
USA/WA-S5767/2021	818
USA/WA-UW-67410/2021	818
USA/WA-UW-67417/2021	818
USA/WA-UW-2021040961875/2021	818
USA/WA-UW-21041788042/2021	818
USA/WA-UW-21042653102/2021	818
USA/WA-S6561/2021	818
USA/WA-S6017/2021	818
USA/WA-S6317/2021	818
USA/WA-S8136/2021	818
USA/WA-UW-2021041058151/2021	818
USA/WA-UW-2021040748983/2021	818
USA/WA-UW-21042028565/2021	818
USA/WA-UW-21042074048/2021	818
USA/WA-S6813/2021	818
USA/WA-S7022/2021	818
USA/WA-CDC-UW21042001373/2021	818
USA/WA-Altius-ALTCOV-QGLBNNNXPU4KJTWI/2021	818
USA/WA-UW-21041794421/2021	818
USA/WA-UW-68049/2021	818
USA/WA-UW-67843/2021	818
USA/WA-UW-68948/2021	818
USA/WA-UW-2021040109576/2021	818
USA/WA-UW-2021040104354/2021	818
USA/WA-UW-2021041485376/2021	818
USA/WA-UW-68679/2021	818
USA/WA-UW-2021032903011/2021	818
USA/WA-UW-68458/2021	818
USA/WA-S6307/2021	818
USA/WA-UW-2021033002781/2021	818
USA/WA-S6164/2021	818
USA/WA-UW-21042916938/2021	818
USA/WA-UW-2021040550440/2021	818
USA/WA-UW-2021041326861/2021	818
USA/WA-UW-68548/2021	818
USA/WA-AG-10113088/2021	818
USA/WA-UW-66695/2021	818
USA/WA-UW-66811/2021	818
USA/WA-UW-66934/2021	818
USA/WA-S5642/2021	818
USA/WA-UW-67225/2021	818
USA/WA-UW-66896/2021	818
USA/WA-UW-67111/2021	818
USA/WA-UW-67125/2021	818
USA/WA-S5808/2021	818
USA/WA-UW-67085/2021	818
USA/WA-S11527/2021	818
USA/WA-UW-2021032905383/2021	818
USA/WA-S6145/2021	818
USA/WA-Altius-ALTCOV-PVPLPAGCK77HNCXR/2021	818
USA/WA-CDC-UW21052041087/2021	818
USA/WA-S8408/2021	818
USA/WA-UW-21051295318/2021	818
USA/WA-CDC-UW21051399577/2021	818
USA/WA-S9005/2021	818
USA/WA-CDC-UW21051001875/2021	818
USA/WA-CDC-UW21050306920/2021	818
USA/WA-CDC-UW21050118649/2021	818
USA/WA-CDC-UW21050344667/2021	818
USA/WA-UW-21042727357/2021	818
USA/WA-UW-67261/2021	818
USA/WA-UW-67322/2021	818
USA/WA-UW-67328/2021	818
USA/WA-UW-67273/2021	818
USA/WA-UW-67295/2021	818
USA/WA-UW-67314/2021	818
USA/WA-S5643/2021	818
USA/WA-UW-67069/2021	818
USA/WA-CDC-LC0034312/2021	818
USA/WA-S6890/2021	818
USA/WA-UW-2021040308918/2021	818
USA/WA-CDC-UW21051220454/2021	818
USA/WA-UW-2021033004411/2021	818
USA/WA-UW-2021033001174/2021	818
USA/WA-UW-2021033002484/2021	818
USA/WA-UW-2021033006141/2021	818
USA/WA-UW-2021040539847/2021	818
USA/WA-UW-2021040934775/2021	818
USA/WA-UW-2021040306701/2021	818
USA/WA-CDC-UW21052682003/2021	818
USA/WA-Altius-ALTCOV-PVDMNVVRWTMEMQDR/2021	818
USA/WA-Altius-ALTCOV-DTBX7T3YVSX65CUA/2021	818
USA/WA-Altius-ALTCOV-QFLYIA3ZTVGW4XFR/2021	818
USA/WA-Altius-ALTCOV-DYLZA37HK4F3JYSE/2021	818
USA/WA-Altius-ALTCOV-6ET2DKDI4ZHLCUCG/2021	818
USA/WA-UW-2021041486929/2021	818
USA/WA-UW-2021033109894/2021	818
USA/WA-CDC-UW21041936048/2021	818
USA/WA-UW-21042498820/2021	818
USA/WA-S9067/2021	818
USA/WA-S6208/2021	818
